rank_valor,score_valor,valor,friccion,razon_social,telefono,email,web,crm_detectado,fichas_publicadas,ventas_rango_cop,municipios,por_que_valor,por_que_friccion,nit,categorias_gremio,direccion,web_viva,wasi_plan,wasi_cliente_desde,ventas_anio,patrimonio_neto_cop,forma_juridica,ciiu_actividad,meta_pixel,google_analytics,whatsapp_en_web,chat_automatizado,version_ingles,angulo_de_entrada,compite_con_diamond,pts_fit_tecnico,pts_capacidad_pago,pts_facturacion,pts_invierte_adq,pts_accesibilidad,pts_dolor,nota_fit,nota_tamano,nota_adquisicion,nota_acceso,telefono_rues,direccion_rues,fuente,fecha_captura
206,3,3,10,Adbienes Ltda,+576044488790,adbienesinmobiliaria@hotmail.com,http://www.adbienes.com/,ninguno,0,,Medellín,inventario no legible,stack propio no identificado,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,Av. 74B # 39 B-68 Local 101,sí,,,,,,,no,sí,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,4,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),Google Analytics/Ads,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
207,3,3,10,Red De Inversiones Inmobiliarias S.A.S.,+573183749090,operaciones@red-realestate.com,https://www.red-realestate.com/,ninguno,0,,Medellín,inventario no legible,stack propio no identificado,,Corretaje,Calle 18 # 35 - 69 Mall Palms Avenue Oficina 9749,sí,,,,,,,sí,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,0,0,8,8,,web propia sin CRM inmobiliario,,Meta Pixel activo,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
208,3,3,14,Promobiliaria S.A. Sucursal Colombia,+573127842471,contacto@promobiliaria.com.co,http://www.grupo-epm.com/site/promobiliaria,ninguno,,,Medellín,inventario no legible,stack propio no identificado · solo correo genérico,,Arrendamiento y administración de inmuebles,"Carrera 58 # 42 - 125 Piso 5 Oficina 186, Edificio EPM, Medellin",sí,,,,,,,no,sí,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,4,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),Google Analytics/Ads,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
209,3,3,10,Hermanos Arango Tobón S.A.S,+576044486411,gerencia@arangotobon.com.co,http://www.arangotobon.com.co/,ninguno,,,Medellín,inventario no legible,stack propio no identificado · correo directo de gerencia,,Corretaje | Arrendamiento y administración de inmuebles,CRA 80 B 42 - 56,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
210,3,3,10,Inmobiliaria Alberto Naranjo S.A.,+576043524747,gerencia@inmobiliariaalbertonaranjo.com,https://www.inmobiliariaalbertonaranjo.com/,ninguno,,,Medellín,inventario no legible,stack propio no identificado · correo directo de gerencia,,Corretaje | Arrendamiento y administración de inmuebles,Cra 43A # 1Sur -188 Torre Davivienda Ofi 912,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
211,3,3,10,Puerta Inmobiliaria S.A.S,+576044448848,gerencia@puertainmobiliaria.co,http://www.puertainmobiliaria.co/,ninguno,,,Medellín,inventario no legible,stack propio no identificado · correo directo de gerencia,,Corretaje | Arrendamiento y administración de inmuebles,Carrera 84 No 34B - 108 Apto 703,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
212,3,3,14,Rodrigo Betancur S.A,+573188268297,info@rodrigobetancursa.com,http://www.rodrigobetancursa.com/,ninguno,0,,Medellín,inventario no legible,stack propio no identificado · solo correo genérico,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,VEREDA EL JARDIN,sí,,,,,,,no,sí,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,4,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),Google Analytics/Ads,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
213,3,3,10,Propiedades Y Vehículos S.A.S,+573003828280,gerencia@propiedadesyvehiculos.com,http://www.propiedadesyvehiculos.com/,ninguno,,,Medellín,inventario no legible,stack propio no identificado · correo directo de gerencia,,Corretaje | Arrendamiento y administración de inmuebles,Cr 43 a 6 sur 26,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
214,3,3,10,Kapital Y Proyectos Inmobiliarios S.A.S,+573134859335,gerencia@kapitalyp.com,http://www.kapitalyp.com/,ninguno,,,Medellín,inventario no legible,stack propio no identificado · correo directo de gerencia,,Corretaje | Arrendamiento y administración de inmuebles,Cra. 43 A # 14 - 27,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
215,3,3,10,Inmobiliaria Casa Liberty S.A.S,+576075713111,inmobiliariacasaliberty@gmail.com,http://www.inmobiliariacasaliberty.com/,ninguno,,,Medellín,inventario no legible,stack propio no identificado,,Arrendamiento y administración de inmuebles,San Fernando Plaza - T.1 Oficina 457,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
216,3,3,10,Coninsa S.A.S,+576045116199,lpiedrahita@coninsa.co,http://www.coninsaramonh.com/,ninguno,,,Medellín,inventario no legible,stack propio no identificado,,Administración de propiedad horizontal | Corretaje | Arrendamiento y administración de inmuebles | Avalúos,CR 29D 5 SUR 60,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
217,3,3,10,Eme Propiedad Raíz S.A.S,+576044448499,eme@emepropiedadraiz.com.co,http://www.emepropiedadraiz.com.co/,ninguno,0,,Medellín,inventario no legible,stack propio no identificado,,Corretaje | Arrendamiento y administración de inmuebles,CALLE 9A SUR 82 30 AP 1412,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
218,3,3,10,Nivel 10 Constructora E Inmobiliaria S.A.S,+576043221274,avaluosnivel10@gmail.com,http://www.nivel10constructora.com/,ninguno,,,Envigado,inventario no legible,stack propio no identificado,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,Calle 32B Sur Cra 43A - 28,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
219,3,3,10,Somos Propiedad S.A.S,+576044447362,administracion@somospropiedad.com,http://www.somospropiedad.com/,ninguno,,,Sabaneta,inventario no legible,stack propio no identificado,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,CALLE 72Sur # 46 38 Apto 401 Ed. San Miguel,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
220,3,3,10,Arrendamientos El Castillo S.A.S.,+576042385343,admon@arrendamientoselcastillo.co,http://www.arrendamientoselcastillo.com.co/,ninguno,,,Medellín,inventario no legible,stack propio no identificado,,Corretaje | Arrendamiento y administración de inmuebles,"Calle 30 A # 76 - 41 Segundo piso, Interior 201 parque de Belén",sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
221,3,3,10,3 Sesenta Consultores S.A.S,+576043362633,sgiraldo@3sesentaconsultores.com,http://www.3sesentaconsultores.com/,ninguno,0,,Envigado,inventario no legible,stack propio no identificado,,Administración de propiedad horizontal,Calle 24 #55-19 (Bello),sí,,,,,,,no,sí,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,4,8,,web propia sin CRM inmobiliario,,Google Analytics/Ads,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
222,3,3,14,Livin Inmobiliaria S.A.S,+576044444989,info@livinmobiliaria.com,http://www.livinmobiliaria.com/,ninguno,,,Medellín,inventario no legible,stack propio no identificado · solo correo genérico,,Corretaje | Arrendamiento y administración de inmuebles,Calle 10B # 36 - 41,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
223,3,3,14,Su Propiedad Inmobiliaria Asociados S.A.S.,+576044440591,info@supropiedadinmobiliaria.com,http://www.supropiedadinmobiliaria.com/,ninguno,0,,Medellín,inventario no legible,stack propio no identificado · solo correo genérico,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,Calle 10B # 36-07 Ofc 202,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
224,3,3,14,Arrendamientos Villacruz S.A.S.,+576042506000,info@arrendamientosvillacruz.com.co,http://www.arrendamientosvillacruz.com.co/,ninguno,,,Medellín,inventario no legible,stack propio no identificado · solo correo genérico,,Corretaje | Arrendamiento y administración de inmuebles,"Clle 44 # 78 - 29 oficina, entre la america y laureles",sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
225,3,3,14,Renta Raíz Soluciones Inmobiliarias S.A.S,+576043227088,info@rentaraiz.com,https://www.rentaraiz.com/,ninguno,,,Medellín,inventario no legible,stack propio no identificado · solo correo genérico,,Corretaje | Arrendamiento y administración de inmuebles,Cra 43A # 27A Sur - 86 Centro Ejecutivo la Casona Ofc 146 - 147,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
226,3,3,10,Seguros Villegas Ltda,+576044445228,gerencia@segurosvillegas.com.co,http://www.segurosvillegas.com.co/,ninguno,0,,Medellín,inventario no legible,stack propio no identificado · correo directo de gerencia,,Otros servicios,"Carrera 43A # 5A - 113, Edificio one plaza oficina 309, Medellín, Colombia",sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,10,,web propia sin CRM inmobiliario,,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
227,3,3,10,Francisco Ochoa Avalúos S.A.S,+576044446363,comercial@avaluosfo.com,http://www.avaluosfo.com/,ninguno,0,,Medellín,inventario no legible,stack propio no identificado,,Avalúos,CALLE 4# 18-220 INT 117,sí,,,,,,,no,sí,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,4,6,,web propia sin CRM inmobiliario,,Google Analytics/Ads,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
228,3,3,10,Urbanismo Promotor Inmobiliario S.A.S.,+573003860744,majimaho@hotmail.com,http://www.urbanismopi.com/,ninguno,,,Medellín,inventario no legible,stack propio no identificado,,Corretaje,Calle 65 #80 A 95 Edificio Ochenta avenida Int. 1601,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
229,3,3,10,Lina Te Guía S.A.S,+573124478637,lina@teguiagroup.com,http://www.linateguia.com/,ninguno,,,Medellín,inventario no legible,stack propio no identificado,,Corretaje,Diagonal 29 D # 9 sur 97,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
230,3,3,10,Tu Administración Y Abogados S.A.S.,+573104676543,tuadmon@gmail.com,http://www.tuadministracion.co/,ninguno,,,Medellín,inventario no legible,stack propio no identificado,,Administración de propiedad horizontal | Corretaje,Cra 48 # 12 SUR 148 OFC 401 Centro profesional el crucero,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
231,3,3,10,Adquirir S.A.S,+576044482047,rj@adquirir.com.co,http://www.adquirir.com.co/,ninguno,0,,Medellín,inventario no legible,stack propio no identificado,,,Dg 58 19a 26,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
232,3,3,10,Habitat Horizontal S.A.S.,+573176448347,gloriaevilla@habitathorizontal.com,http://www.habitathorizontal.com/,ninguno,0,,Medellín,inventario no legible,stack propio no identificado,,Administración de propiedad horizontal,Cra 43A # 9 Sur - 91,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
233,3,3,10,Avalprime S.A.S,+573103340220,gerencia.banca@avalprime.com.co,https://avalprime.com.co/,ninguno,0,,Medellín,inventario no legible,stack propio no identificado · correo directo de gerencia,,Avalúos,,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email de decisor,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
234,3,3,10,Indirco S.A.S,+576044841188,margarita.zapata@indirco.com,http://www.indirco.com/,ninguno,,,Medellín,inventario no legible,stack propio no identificado,,Avalúos,Cra 43B # 16 - 41 Ofc.901 Edificio Staff - Barrio Manila el Poblado.,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
235,3,3,12,Valores Ingeniería Inmobiliaria S.A.S.,+576043228553,info@valores.com.co,http://www.valores.com.co/,ninguno,0,,Medellín,inventario no legible,"WordPress: sin CRM, integración media · solo correo genérico",,Corretaje | Avalúos,CALLE 20A #77 - 15 APTO 1218,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,0,0,0,6,,web propia sin CRM inmobiliario,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
236,3,3,12,Duque Simms Colombia S.A.S,+573006007843,info@duquesimms.com,http://duquesimms.com/,ninguno,,,Envigado,inventario no legible,"WordPress: sin CRM, integración media · solo correo genérico",,Corretaje,"Av. Las Palmas km17, Envigado, Mall Indiana, oficina 229",sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,0,0,0,6,,web propia sin CRM inmobiliario,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
237,3,3,10,Inversiones T.R.T S.A.S ( Informe Inmobiliario),+576044481180,servicioalcliente@informeinmobiliario.com,http://www.informeinmobiliario.com/,ninguno,0,,Medellín,inventario no legible,stack propio no identificado,,Otros servicios,calle 5a ·39-131,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,6,,web propia sin CRM inmobiliario,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
238,3,3,12,Arco Construcciones E Ingeniería S.A.S,+576045501715,info@arcoconstrucciones.com.co,http://www.arcoconstrucciones.com.co/,ninguno,0,,Medellín,inventario no legible,"WordPress: sin CRM, integración media · solo correo genérico",,,Cra 79 # 41-22 Piso 3,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,6,,web propia sin CRM inmobiliario,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
239,3,3,12,Somos Administración En P.H. S.A.S.,+576044484728,info@somosaph.com.co,http://www.somosaph.com/,ninguno,0,,Medellín,inventario no legible,"WordPress: sin CRM, integración media · solo correo genérico",,Administración de propiedad horizontal,Cra. 43 A # 1 - 85 Oficina 514 Edificio Banco caja social el Poblado,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,6,,web propia sin CRM inmobiliario,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
